FID,REPORTDATE,BLOCKADD,OFFENSE
6458,2015-03-18 00:00:00,3000 Block Center Green Dr,Incident
6459,2015-03-18 00:00:00,800 Block 19th St,Burglary
6460,2015-03-19 00:00:00,900 Block 28th St,Burglary
6461,2015-03-18 00:00:00,1000 Block Front Range Ave,Burglary
6462,2015-03-18 00:00:00,800 Block 19th St,Burglary
6463,2015-03-17 00:00:00,1900 Block Mariposa Ave,Vandalism
6464,2015-03-23 00:00:00,3000 Block Walnut St,Vandalism
6465,2015-03-24 00:00:00,3300 Block 28th St,Trespassing
6466,2015-03-11 00:00:00,1400 Block Canyon Blvd,Trespassing
6467,2015-03-11 00:00:00,Stanford Ave & Table Mesa Dr,Trespassing
6468,2015-03-11 00:00:00,2300 Block Walnut St,Theft From Vehicle
6469,2015-07-10 00:00:00,7300 Block Poston Way,Burglary
6470,2017-11-22 00:00:00,3100 Block Corona Tr,Burglary
6471,2015-07-10 00:00:00,1100 Block University Ave,Burglary
6472,2015-07-12 00:00:00,9th St & Canyon Blvd,Assault
6473,2015-07-12 00:00:00,1400 Block Canyon Blvd,Assault
6474,2015-07-10 00:00:00,30th St & Canyon Blvd,Trespassing
6475,2015-07-11 00:00:00,2500 Block Mapleton Ave,Theft From Vehicle
6476,2015-07-06 00:00:00,2900 Block Shady Hollow W,Theft From Vehicle
6477,2015-07-13 00:00:00,2100 Block 26th St,Theft From Vehicle
6478,2017-11-21 00:00:00,2700 Block Valmont Rd,Theft From Vehicle
6479,2015-07-13 00:00:00,4500 Block 13th St,Burglary
6480,2015-07-13 00:00:00,800 Block 16th St,Vandalism
6481,2015-07-13 00:00:00,3100 Block Pearl Pkwy,Burglary
6482,2015-07-13 00:00:00,4600 Block Pitkin Dr,Theft From Vehicle
6483,2015-07-13 00:00:00,500 Block 27th Way,Vandalism
6484,2015-07-13 00:00:00,900 Block Baseline Rd,Theft From Vehicle
6485,2015-07-16 00:00:00,1900 Block 28th St,Theft From Vehicle
6486,2015-07-16 00:00:00,1600 Block 28th St,Theft From Vehicle
6487,2015-07-16 00:00:00,5600 Block Arapahoe Ave,Burglary
6488,2015-07-16 00:00:00,1800 Block Pine St,Burglary
6489,2015-07-16 00:00:00,7300 Block Island Green Dr,Vandalism
6490,2015-07-16 00:00:00,1600 Block 28th St,Theft From Vehicle
6491,2018-03-19 00:00:00,18th St & Cascade Ave,Theft From Vehicle
6492,2015-07-16 00:00:00,1600 Block 30th St,Trespassing
6493,2015-07-08 00:00:00,3100 Block Pearl Pkwy,Burglary
6494,2015-07-17 00:00:00,100 Block Pearl St,Theft From Vehicle
6495,2015-07-18 00:00:00,900 Block Pleasant St,Trespassing
6496,2015-07-17 00:00:00,3100 Block Kittrell Ct,Theft From Vehicle
6497,2015-07-19 00:00:00,1000 Block Broadway,Burglary
6498,2015-07-17 00:00:00,2200 Block 21st St,Theft From Vehicle
6499,2015-07-17 00:00:00,1100 Block Albion Way,Theft From Vehicle
6500,2015-07-17 00:00:00,4600 Block Ingram Ct,Incident
6501,2015-07-17 00:00:00,100 Block Canyon Blvd,Vandalism
6502,2015-07-19 00:00:00,3000 Block 10th St,Burglary
6503,2015-07-17 00:00:00,1000 Block 13th St,Assault
6504,2015-07-20 00:00:00,3100 Block Bluff St,Incident
6505,2015-07-20 00:00:00,Broadway & Canyon Blvd,Sex Assault
6506,2015-07-20 00:00:00,200 Block Spruce St,Theft From Vehicle
6507,2015-07-20 00:00:00,700 Block 19th St,Trespassing
6508,2015-07-20 00:00:00,4300 Block Moorhead Ave,Vandalism
6509,2015-07-21 00:00:00,3100 Block 8th St,Theft From Vehicle
6510,2015-07-20 00:00:00,16th St & Walnut St,Theft From Vehicle
6511,2015-07-20 00:00:00,3100 Block 28th St,Vandalism
6512,2015-05-27 00:00:00,2800 Block 6th St,Incident
6513,2015-05-28 00:00:00,1700 Block 15th St,Trespassing
6514,2015-07-23 00:00:00,16th St & Yaupon Ave,Vandalism
6515,2015-07-23 00:00:00,1100 Block Mapleton Ave,Burglary
6516,2015-07-23 00:00:00,4700 Block Sterling Dr,Burglary
6517,2015-07-26 00:00:00,16th St & Pearl St,Assault
6518,2015-07-26 00:00:00,5300 Block Spine Rd,Trespassing
6519,2015-07-30 00:00:00,700 Block 18th St,Vandalism
6520,2015-08-03 00:00:00,1600 Block 28th St,Burglary
6521,2015-07-14 00:00:00,1300 Block Chambers Dr,Theft From Vehicle
6522,2015-07-20 00:00:00,1700 Block Broadway,Burglary
6523,2015-07-16 00:00:00,2900 Block Pearl St,Theft From Vehicle
6524,2015-08-03 00:00:00,1000 Block Adams Cir,Trespassing
6525,2015-08-03 00:00:00,1600 Block 30th St,Incident
6526,2015-08-03 00:00:00,2700 Block Mapleton Ave,Theft From Vehicle
6527,2015-08-05 00:00:00,Manhattan Dr & Tenino Ave,Burglary
6528,2015-07-24 00:00:00,1100 Block Monroe Dr,Vandalism
6529,2015-07-21 00:00:00,2900 Block Eagle Way,Incident
6530,2015-07-21 00:00:00,1100 Block Bear Mountain Dr,Vandalism
6531,2015-08-03 00:00:00,1100 Block Berea Dr,Vandalism
6532,2015-08-08 00:00:00,2900 Block Pearl St,Auto Theft
6533,2015-12-02 00:00:00,1500 Block Greenbriar Blvd,Vandalism
6534,2015-12-02 00:00:00,200 Block Canyon Blvd,Vandalism
6535,2015-11-17 00:00:00,1500 Block 30th St,Vandalism
6536,2015-11-18 00:00:00,4700 Block Arapahoe Ave,Incident
6537,2015-11-18 00:00:00,1600 Block 18th St,Auto Theft
6538,2015-11-18 00:00:00,3900 Block Broadway,Indecent Exposure
6539,2015-11-19 00:00:00,Manhattan Dr & Tenino Ave,Auto Theft
6540,2015-11-19 00:00:00,600 Block Manhattan Pl,Theft From Vehicle
6541,2015-11-19 00:00:00,700 Block Silver Lake Ave,Incident
6542,2015-11-19 00:00:00,1500 Block Pearl St,Trespassing
6543,2015-11-24 00:00:00,1600 Block Pearl St,Burglary
6544,2015-11-24 00:00:00,Miami Way & Yale Rd,Vandalism
6545,2015-11-24 00:00:00,5700 Block Arapahoe Ave,Vandalism
6546,2015-11-24 00:00:00,3200 Block Prairie Ave,Sex Assault
6547,2015-11-24 00:00:00,3900 Block Pinon Dr,Assault
6548,2015-11-20 00:00:00,6300 Block Bruntwood Ct,Burglary
6549,2015-11-23 00:00:00,5500 Block N 51st St,Incident
6550,2015-11-23 00:00:00,00 Block Mineola Ct,Vandalism
6551,2015-11-26 00:00:00,2700 Block Valmont Rd,Incident
6552,2015-11-22 00:00:00,1000 Block Canyon Blvd,Theft From Vehicle
6553,2015-11-20 00:00:00,700 Block Silver Lake Ave,Sex Assault
6554,2015-11-21 00:00:00,900 Block 14th St,Assault
6555,2015-11-20 00:00:00,1300 Block Toedtli Dr,Theft From Vehicle
6556,2015-11-21 00:00:00,1100 Block Walnut St,Incident
6557,2015-11-21 00:00:00,3600 Block Table Mesa Dr,Trespassing
6558,2015-11-22 00:00:00,3000 Block 5th St,Trespassing
6559,2015-12-01 00:00:00,1100 Block 11th St,Vandalism
6560,2015-12-01 00:00:00,3100 Block 29th St,Auto Theft
6561,2015-12-01 00:00:00,3000 Block Arapahoe Ave,Indecent Exposure
6562,2015-12-01 00:00:00,100 Block 30th St,Vandalism
6563,2015-12-01 00:00:00,1100 Block 13th St,Trespassing
6564,2015-12-01 00:00:00,2700 Block Iris Ave,Assault
6565,2015-12-01 00:00:00,2800 Block Pearl St,Incident
6566,2015-12-02 00:00:00,S Broadway & Table Mesa Dr,Robbery
6567,2015-12-06 00:00:00,2900 Block E Aurora Ave,Vandalism
6568,2015-12-06 00:00:00,1000 Block Marine St,Vandalism
6569,2015-12-15 00:00:00,1000 Block College Ave,Vandalism
6570,2015-12-08 00:00:00,2000 Block Grove St,Trespassing
6571,2015-12-31 00:00:00,4500 Block 19th St,Theft From Vehicle
6572,2015-12-31 00:00:00,1100 Block Marine St,Theft From Vehicle
6573,2015-12-31 00:00:00,14th St & Zamia Ave,Auto Theft
6574,2015-12-31 00:00:00,1800 Block Grove St,Auto Theft
6575,2015-12-31 00:00:00,2800 Block Sundown Ln,Theft From Vehicle
6576,2016-01-01 00:00:00,15th St & Cascade Ave,Sex Assault
6577,2016-01-01 00:00:00,1000 Block Canyon Blvd,Theft From Vehicle
6578,2016-01-01 00:00:00,3000 Block Madison Ave,Theft From Vehicle
6579,2016-01-01 00:00:00,28th St & Walnut St,Incident
6580,2016-01-02 00:00:00,500 Block Mohawk Dr,Theft From Vehicle
6581,2015-12-31 00:00:00,1800 Block Canyon Blvd,Theft From Vehicle
6582,2015-12-31 00:00:00,3100 Block Broadway,Indecent Exposure
6583,2016-01-01 00:00:00,3100 Block Pearl Pkwy,Vandalism
6584,2015-12-31 00:00:00,900 Block Rainlilly Ln,Theft From Vehicle
6585,2016-01-01 00:00:00,1000 Block Marine St,Burglary
6586,2015-11-25 00:00:00,1100 Block Pine St,Incident
6587,2016-01-02 00:00:00,1500 Block 10th St,Burglary
6588,2016-01-02 00:00:00,3100 Block Pearl Pkwy,Theft From Vehicle
6589,2016-01-01 00:00:00,1600 Block 28th St,Trespassing
6590,2016-01-04 00:00:00,1300 Block 28th St,Indecent Exposure
6591,2015-12-31 00:00:00,800 Block 34th St,Assault
6592,2015-11-10 00:00:00,7300 Block Poston Way,Burglary
6593,2015-11-25 00:00:00,5000 Block Pearl St,Vandalism
6594,2015-11-25 00:00:00,1100 Block Pine St,Vandalism
6595,2015-11-25 00:00:00,800 Block 18th St,Theft From Vehicle
6596,2015-11-25 00:00:00,1600 Block 28th St,Trespassing
6597,2016-04-09 00:00:00,1300 Block Broadway,Sex Assault
6598,2016-04-08 00:00:00,1000 Block 11th St,Burglary
6599,2016-04-08 00:00:00,600 Block Walden Cir,Vandalism
6600,2016-04-10 00:00:00,1900 Block 11th St,Trespassing
6601,2016-04-09 00:00:00,4700 Block Arapahoe Ave,Vandalism
6602,2016-04-09 00:00:00,6200 Block 63rd St,Vandalism
6603,2016-04-08 00:00:00,1900 Block Spruce St,Burglary
6604,2016-04-08 00:00:00,1100 Block Pennsylvania Ave,Vandalism
6605,2016-04-08 00:00:00,3000 Block Broadway,Theft From Vehicle
6606,2016-04-08 00:00:00,1300 Block Rosewood Ave,Burglary
6607,2016-04-09 00:00:00,4800 Block Baseline Rd,Vandalism
6608,2016-04-08 00:00:00,3500 Block 28th St,Trespassing
6609,2016-04-08 00:00:00,300 Block Canyon Blvd,Assault
6610,2016-04-09 00:00:00,1900 Block Walnut St,Theft From Vehicle
6611,2016-04-09 00:00:00,2400 Block 30th St,Trespassing
6612,2016-04-09 00:00:00,1800 Block 30th St,Trespassing
6613,2016-04-10 00:00:00,2100 Block 13th St,Trespassing
6614,2016-04-01 00:00:00,900 Block Walnut St,Trespassing
6615,2016-04-03 00:00:00,900 Block 28th St,Trespassing
6616,2016-04-03 00:00:00,1000 Block Broadway,Incident
6617,2016-04-02 00:00:00,4300 Block Broadway,Incident
6618,2016-04-01 00:00:00,1400 Block Walnut St,Trespassing
6619,2016-04-01 00:00:00,3300 Block 28th St,Trespassing
6620,2016-04-02 00:00:00,4500 Block Broadway,Vandalism
6621,2016-04-02 00:00:00,1300 Block College Ave,Vandalism
6622,2016-04-01 00:00:00,2800 Block Kalmia Ave,Recovery
6623,2016-04-03 00:00:00,2800 Block Kalmia Ave,Burglary
6624,2016-04-05 00:00:00,1400 Block Walnut St,Trespassing
6625,2016-04-05 00:00:00,3900 Block Chippewa Dr,Auto Theft
6626,2016-04-05 00:00:00,13th St & Arapahoe Ave,Assault
6627,2016-04-05 00:00:00,1800 Block 30th St,Trespassing
6628,2016-04-05 00:00:00,30th St & Denton Ave,Auto Theft
6629,2016-04-05 00:00:00,700 Block 28th St,Trespassing
6630,2016-04-05 00:00:00,8th St & Pearl St,Trespassing
6631,2016-04-05 00:00:00,1400 Block Pearl St,Trespassing
6632,2016-04-05 00:00:00,700 Block 19th St,Theft From Vehicle
6633,2016-02-28 00:00:00,1300 Block Knox Dr,Auto Theft
6634,2016-03-27 00:00:00,500 Block 30th St,Incident
6635,2016-03-27 00:00:00,2400 Block Arapahoe Ave,Burglary
6636,2016-03-27 00:00:00,900 Block 10th St,Vandalism
6637,2016-04-04 00:00:00,5500 Block Arapahoe Ave,Burglary
6638,2016-04-04 00:00:00,Arapahoe Ave & Macarthur Dr,Sex Assault
6639,2016-04-05 00:00:00,2900 Block Shady Hollow E,Incident
6640,2016-04-04 00:00:00,2300 Block Arapahoe Ave,Auto Theft
6641,2016-04-05 00:00:00,3000 Block 29th St,Trespassing
6642,2016-04-02 00:00:00,4300 Block Butler Cir,Trespassing
6643,2016-04-08 00:00:00,16th St & Arapahoe Ave,Theft From Vehicle
6644,2016-04-08 00:00:00,900 Block Arapahoe Ave,Vandalism
6645,2016-04-11 00:00:00,1600 Block 29th St,Theft From Vehicle
6646,2016-04-20 00:00:00,5000 Block Pearl St,Vandalism
6647,2016-04-20 00:00:00,2600 Block Table Mesa Dr,Burglary
6648,2016-04-20 00:00:00,1100 Block 13th St,Trespassing
6649,2017-11-24 00:00:00,1000 Block Pearl St,Trespassing
6650,2016-04-21 00:00:00,1000 Block Canyon Blvd,Trespassing
6651,2016-04-21 00:00:00,3000 Block Valmont Rd,Sex Assault
6652,2016-04-21 00:00:00,3000 Block 10th St,Trespassing
6653,2016-04-06 00:00:00,1500 Block Spruce St,Burglary
6654,2016-04-06 00:00:00,300 Block Mapleton Ave,Vandalism
6655,2016-04-06 00:00:00,3600 Block Arapahoe Ave,Incident
6656,2016-04-06 00:00:00,1500 Block Broadway,Trespassing
6657,2016-04-06 00:00:00,28th St & Canyon Blvd,Trespassing
6658,2016-04-06 00:00:00,1000 Block 13th St,Vandalism
6659,2016-04-06 00:00:00,3100 Block Iris Ave,Vandalism
6660,2016-04-07 00:00:00,300 Block Mapleton Ave,Vandalism
6661,2016-04-07 00:00:00,1900 Block Canyon Blvd,Theft From Vehicle
6662,2015-03-11 00:00:00,4900 Block Twin Lakes Rd,Theft From Vehicle
6663,2015-03-16 00:00:00,1900 Block Vassar Dr,Theft From Vehicle
6664,2015-03-14 00:00:00,900 Block 14th St,Incident
6665,2015-03-16 00:00:00,26th St & Walnut St,Vandalism
6666,2015-03-16 00:00:00,1700 Block Broadway,Vandalism
6667,2015-03-16 00:00:00,1600 Block 38th St,Burglary
6668,2015-03-16 00:00:00,1000 Block Arapahoe Ave,Incident
6669,2015-03-16 00:00:00,900 Block 10th St,Trespassing
6670,2015-03-17 00:00:00,13th St & College Ave,Vandalism
6671,2015-03-19 00:00:00,4500 Block 8th St,Burglary
6672,2015-04-04 00:00:00,19th St & Baseline Rd,Sex Assault
6673,2015-04-05 00:00:00,13th St & Arapahoe Ave,Trespassing
6674,2015-04-05 00:00:00,13th St & Arapahoe Ave,Trespassing
6675,2015-04-06 00:00:00,1300 Block Gillaspie Dr,Trespassing
6676,2015-04-06 00:00:00,5400 Block Centennial Trl,Trespassing
6677,2015-04-06 00:00:00,1100 Block University Ave,Trespassing
6678,2015-04-06 00:00:00,900 Block Walnut St,Vandalism
6679,2015-04-06 00:00:00,1400 Block Canyon Blvd,Trespassing
6680,2015-03-23 00:00:00,3300 Block Arapahoe Ave,Burglary
6681,2015-03-16 00:00:00,29th St & Bixby Ave,Vandalism
6682,2015-03-14 00:00:00,1300 Block Northridge Ct,Theft From Vehicle
6683,2015-03-14 00:00:00,10th St & Pennsylvania Ave,Theft From Vehicle
6684,2015-03-15 00:00:00,1000 Block 13th St,Burglary
6685,2015-03-15 00:00:00,1100 Block Lincoln Pl,Burglary
6686,2015-03-14 00:00:00,1100 Block 13th St,Indecent Exposure
6687,2015-03-14 00:00:00,3200 Block 30th St,Trespassing
6688,2015-03-15 00:00:00,1100 Block Lincoln Pl,Trespassing
6689,2015-03-13 00:00:00,1400 Block Mapleton Ave,Theft From Vehicle
6690,2015-03-15 00:00:00,2000 Block 13th St,Trespassing
6691,2015-03-13 00:00:00,1000 Block 15th St,Burglary
6692,2015-03-15 00:00:00,1000 Block 10th St,Burglary
6693,2015-03-14 00:00:00,1500 Block 9th St,Indecent Exposure
6694,2015-03-13 00:00:00,55th St & Lodge Ln,Vandalism
6695,2015-03-15 00:00:00,1000 Block 13th St,Vandalism
6696,2015-03-14 00:00:00,4500 Block Sunnyside Pl,Theft From Vehicle
6697,2015-03-13 00:00:00,1300 Block Pearl St,Vandalism
6698,2015-03-15 00:00:00,900 Block Marine St,Burglary
6699,2015-03-14 00:00:00,900 Block Marine St,Trespassing
6700,2015-03-03 00:00:00,900 Block E Moorhead Cir,Vandalism
6701,2015-03-23 00:00:00,4600 Block Ingram Ct,Theft From Vehicle
6702,2015-03-23 00:00:00,3800 Block Broadway,Theft From Vehicle
6703,2015-03-23 00:00:00,1200 Block Alpine Ave,Assault
6704,2015-03-14 00:00:00,900 Block Marine St,Sex Assault
6705,2015-03-18 00:00:00,1800 Block Baseline Rd,Theft From Vehicle
6706,2015-03-19 00:00:00,9th St & Grape Ave,Theft From Vehicle
6707,2015-03-21 00:00:00,900 Block Canyon Blvd,Theft From Vehicle
6708,2015-03-20 00:00:00,1400 Block Lawry Ln,Trespassing
6709,2015-03-19 00:00:00,400 Block Pearl St,Theft From Vehicle
6710,2015-03-20 00:00:00,4800 Block Riverbend Rd,Vandalism
6711,2015-03-19 00:00:00,800 Block 18th St,Vandalism
6712,2015-03-21 00:00:00,1900 Block 15th St,Trespassing
6713,2015-03-22 00:00:00,2500 Block 10th St,Theft From Vehicle
6714,2015-03-19 00:00:00,16th St & Canyon Blvd,Robbery
6715,2015-03-21 00:00:00,800 Block Cherry Ave,Theft From Vehicle
6716,2015-03-20 00:00:00,600 Block North St,Burglary
6717,2015-03-19 00:00:00,4900 Block Broadway,Theft From Vehicle
6718,2015-03-21 00:00:00,5200 Block Valmont Rd,Theft From Vehicle
6719,2015-03-19 00:00:00,1200 Block College Ave,Vandalism
6720,2015-03-20 00:00:00,1800 Block 26th St,Theft From Vehicle
6721,2015-03-22 00:00:00,5000 Block Merritt Dr,Theft From Vehicle
6722,2015-03-22 00:00:00,4500 Block 19th St,Assault
6723,2015-03-21 00:00:00,1500 Block Knox Dr,Theft From Vehicle
6724,2015-03-19 00:00:00,500 Block 27th Way,Theft From Vehicle
6725,2015-03-22 00:00:00,Pawnee Dr & Ricara Dr,Incident
6726,2015-08-09 00:00:00,2900 Block Pearl St,Vandalism
6727,2015-07-21 00:00:00,500 Block 30th St,Vandalism
6728,2015-07-21 00:00:00,1600 Block 30th St,Trespassing
6729,2015-07-21 00:00:00,1200 Block College Ave,Trespassing
6730,2015-07-21 00:00:00,3200 Block 28th St,Auto Theft
6731,2015-07-21 00:00:00,4700 Block Sterling Dr,Burglary
6732,2015-07-21 00:00:00,1700 Block 29th St,Vandalism
6733,2015-07-21 00:00:00,1300 Block Spruce St,Trespassing
6734,2015-07-21 00:00:00,1000 Block Broadway,Burglary
6735,2015-06-03 00:00:00,200 Block Arapahoe Ave,Trespassing
6736,2015-06-03 00:00:00,1000 Block 12th St,Trespassing
6737,2015-06-05 00:00:00,2800 Block Baseline Rd,Trespassing
6738,2015-07-23 00:00:00,700 Block Walnut St,Sex Assault
6739,2015-07-17 00:00:00,3200 Block Iron Forge Pl,Burglary
6740,2015-07-08 00:00:00,600 Block S 43rd St,Burglary
6741,2015-07-22 00:00:00,700 Block 19th St,Trespassing
6742,2015-07-07 00:00:00,1200 Block Jay St,Theft From Vehicle
6743,2015-07-25 00:00:00,1800 Block 16th St,Trespassing
6744,2015-07-26 00:00:00,1800 Block 18th St,Trespassing
6745,2015-07-25 00:00:00,4400 Block Greenbriar Blvd,Vandalism
6746,2015-07-25 00:00:00,2100 Block Mapleton Ave,Burglary
6747,2015-07-25 00:00:00,300 Block S 41st St,Vandalism
6748,2015-07-26 00:00:00,1300 Block Pearl St,Incident
6749,2015-07-24 00:00:00,3300 Block Madison Ave,Assault
6750,2015-07-26 00:00:00,3900 Block 28th St,Trespassing
6751,2015-07-24 00:00:00,3000 Block 28th St,Trespassing
6752,2015-07-26 00:00:00,2700 Block Baylor Dr,Vandalism
6753,2015-07-26 00:00:00,1000 Block University Ave,Burglary
6754,2015-07-19 00:00:00,1600 Block 30th St,Trespassing
6755,2015-05-30 00:00:00,700 Block Pearl St,Trespassing
6756,2015-07-20 00:00:00,700 Block Broadway,Burglary
6757,2015-07-14 00:00:00,600 Block Pleasant St,Theft From Vehicle
6758,2015-07-30 00:00:00,300 Block Canyon Blvd,Incident
6759,2018-03-16 00:00:00,2800 Block Folsom St,Incident
6760,2015-07-29 00:00:00,1600 Block Arapahoe Ave,Vandalism
6761,2015-07-30 00:00:00,3100 Block Repplier St,Trespassing
6762,2015-07-30 00:00:00,800 Block 29th St,Incident
6763,2015-08-04 00:00:00,2600 Block Canyon Blvd,Burglary
6764,2015-07-26 00:00:00,3200 Block 34th St,Vandalism
6765,2015-07-24 00:00:00,1100 Block 28th St,Burglary
6766,2015-07-24 00:00:00,1100 Block 35th St,Theft From Vehicle
6767,2015-07-24 00:00:00,2900 Block E College Ave,Burglary
6768,2015-07-24 00:00:00,Eastridge Ave & Pennsylvania Ave,Burglary
6769,2015-07-25 00:00:00,700 Block Arapahoe Ave,Assault
6770,2015-07-25 00:00:00,600 Block Broadway,Theft From Vehicle
6771,2015-07-26 00:00:00,3100 Block 23rd St,Auto Theft
6772,2015-07-26 00:00:00,900 Block 28th St,Theft Of Car Parts
6773,2015-07-30 00:00:00,1200 Block Yellow Pine Ave,Incident
6774,2015-07-30 00:00:00,4500 Block 19th St,Sex Assault
6775,2015-07-30 00:00:00,4700 Block Sterling Dr,Burglary
6776,2015-07-30 00:00:00,600 Block 30th St,Burglary
6777,2015-07-30 00:00:00,1300 Block 28th St,Incident
6778,2015-07-30 00:00:00,2300 Block 14th St,Assault
6779,2015-07-30 00:00:00,47th St & Pearl St,Vandalism
6780,2015-07-15 00:00:00,2900 Block Center Green Ct,Auto Theft
6781,2015-07-17 00:00:00,3100 Block Kittrell Ct,Theft From Vehicle
6782,2015-08-02 00:00:00,800 Block 18th St,Vandalism
6783,2015-08-02 00:00:00,1100 Block Balsam Ave,Assault
6784,2015-08-01 00:00:00,2400 Block Baseline Rd,Vandalism
6785,2015-07-31 00:00:00,3600 Block Arapahoe Ave,Incident
6786,2015-07-31 00:00:00,2300 Block 14th St,Trespassing
6787,2015-08-02 00:00:00,6600 Block Lookout Rd,Vandalism
6788,2015-07-31 00:00:00,900 Block Baseline Rd,Theft From Vehicle
6789,2015-07-31 00:00:00,1100 Block University Ave,Burglary
6790,2015-07-31 00:00:00,14th St & Lawry Ln,Robbery
6791,2015-11-25 00:00:00,4900 Block Moorhead Ave,Vandalism
6792,2015-11-21 00:00:00,6600 Block Gunpark Dr,Auto Theft
6793,2015-11-23 00:00:00,1200 Block Gillaspie Dr,Incident
6794,2015-11-19 00:00:00,1500 Block Greenbriar Blvd,Vandalism
6795,2015-12-03 00:00:00,400 Block Maxwell Ave,Burglary
6796,2015-12-03 00:00:00,2300 Block Pearl St,Vandalism
6797,2015-12-03 00:00:00,2900 Block E Aurora Ave,Auto Theft
6798,2015-12-03 00:00:00,800 Block 30th St,Recovery
6799,2015-12-03 00:00:00,1900 Block Kohler Dr,Theft From Vehicle
6800,2015-12-03 00:00:00,3000 Block Bluff St,Vandalism
6801,2015-12-03 00:00:00,3300 Block Broadway,Vandalism
6802,2015-12-09 00:00:00,300 Block Overlook Dr,Theft From Vehicle
6803,2015-12-09 00:00:00,700 Block 20th St,Incident
6804,2015-12-09 00:00:00,1700 Block Deer Valley Rd,Theft From Vehicle
6805,2015-12-08 00:00:00,2700 Block Folsom St,Vandalism
6806,2015-11-29 00:00:00,Front Range Av & Front Range Av,Auto Theft
6807,2015-11-27 00:00:00,2500 Block Pearl St,Trespassing
6808,2015-11-27 00:00:00,3900 Block Baseline Rd,Incident
6809,2015-11-29 00:00:00,1500 Block Yarmouth Ave,Sex Assault
6810,2015-12-01 00:00:00,Darley Ave & S Lashley Ln,Sex Assault
6811,2015-11-26 00:00:00,1200 Block Edinboro Dr,Vandalism
6812,2015-11-26 00:00:00,1100 Block 10th St,Vandalism
6813,2015-12-01 00:00:00,2900 Block E College Ave,Theft From Vehicle
6814,2015-12-04 00:00:00,1400 Block Pearl St,Incident
6815,2015-12-05 00:00:00,1900 Block 11th St,Trespassing
6816,2015-12-06 00:00:00,1800 Block 26th St,Trespassing
6817,2015-12-07 00:00:00,3400 Block Arapahoe Ave,Assault
6818,2015-12-05 00:00:00,800 Block 28th St,Trespassing
6819,2015-12-06 00:00:00,55th St & Centennial Trl,Vandalism
6820,2015-12-04 00:00:00,1000 Block Canyon Blvd,Trespassing
6821,2015-12-04 00:00:00,4500 Block 19th St,Vandalism
6822,2015-12-04 00:00:00,1000 Block 13th St,Trespassing
6823,2015-12-04 00:00:00,1400 Block Canyon Blvd,Trespassing
